Alim_T_out_exp,Alim_T_out_phy,Alim_T_out_hrnn_oof,Ref_T_out_exp,Ref_T_out_phy,Ref_T_out_hrnn_oof,Flux_exp,Flux_phy,Flux_hrnn_oof
33.653,35.48595528,33.747928619384766,59.8015,58.35826875,59.86076736450195,1.4054,1.424488543,1.302707552909851
33.5897,35.41864808,33.67729568481445,59.821,58.35376783,59.87622833251953,1.2746,1.429161347,1.3049595355987549
31.8551,33.55004696,31.740676879882812,60.2223,58.87005361,59.807838439941406,1.1085,1.240234048,1.1485567092895508
31.9073,33.63677239,31.840105056762695,60.2259,58.88925174,59.84130096435547,1.1085,1.238158421,1.1469045877456665
31.9511,33.67443837,31.883071899414062,60.1957,58.89040777,59.84891891479492,1.1098,1.237304193,1.1466248035430908
32.9467,34.56978879,32.95291519165039,60.3805,59.12144977,60.38593673706055,1.0708,1.210375594,1.1047875881195068
33.0619,34.67962933,33.0875244140625,60.3636,59.12197952,60.41181182861328,1.0969,1.204107026,1.0953158140182495
33.1361,34.74113295,33.15913772583008,60.3672,59.14001798,60.46004867553711,1.0356,1.204118096,1.0940660238265991
33.0579,34.62579764,33.026432037353516,60.349,59.1252035,60.4032096862793,1.06,1.206448106,1.0979349613189697
33.0547,34.66832224,33.07501220703125,60.2624,59.11469551,60.40507888793945,1.0482,1.204293208,1.0950281620025635
33.0854,34.75626352,33.171974182128906,60.1348,59.14874683,60.47089767456055,1.1365,1.202307121,1.0923060178756714
33.2703,35.12061023,33.4366569519043,64.6067,63.54592106,64.69831848144531,1.3081,1.459253078,1.2843854427337646
33.3463,35.23238001,33.559654235839844,64.6435,63.5864292,64.70093536376953,1.292,1.456704523,1.2837390899658203
33.3823,35.24552494,33.5711555480957,64.6676,63.5865615,64.69721984863281,1.3099,1.457601202,1.2862871885299683
32.6005,34.0289498,32.63909912109375,55.7258,54.73886687,55.64297866821289,0.8978,0.9783574313,0.8935076594352722
32.5756,34.01760299,32.622474670410156,55.6888,54.73701651,55.63772201538086,0.8978,0.9771856497,0.889694333076477
32.6151,34.06520125,32.68148422241211,55.7122,54.74467465,55.64369201660156,0.8343,0.9749171893,0.884893536567688
34.0683,35.70422078,34.063777923583984,60.3255,59.41957002,60.57529067993164,1.0134,1.181166333,1.1026873588562012
34.0081,35.61466393,33.97821044921875,60.2986,59.35346629,60.55494689941406,1.1098,1.178257169,1.0964713096618652
33.9966,35.61743029,33.98565673828125,60.2794,59.37176635,60.58231735229492,1.0134,1.17956432,1.094299554824829
33.3989,35.30466866,33.64238739013672,64.5644,63.6010813,64.70191192626953,1.2576,1.454277985,1.28025484085083
33.3137,35.21704977,33.54905700683594,64.588,63.56347714,64.69012451171875,1.2938,1.454486399,1.277813196182251
33.2916,35.17771607,33.50886154174805,64.6075,63.5719596,64.71373748779297,1.2746,1.455840838,1.2761199474334717
33.2491,35.13224831,33.443817138671875,64.4613,63.51662284,64.66316223144531,1.3099,1.458269361,1.2882171869277954
33.4568,35.33895101,33.68571853637695,64.4767,63.5542949,64.66275024414062,1.3473,1.44729121,1.2732959985733032
33.4301,35.27047292,33.61005783081055,64.4682,63.51286202,64.63275146484375,1.2576,1.448896112,1.2734315395355225
32.9052,34.65415021,33.055519104003906,60.1109,59.13637351,60.414649963378906,1.0843,1.208767036,1.1024125814437866
33.0682,34.77669722,33.19126892089844,60.1394,59.1788421,60.51008987426758,1.1504,1.203436124,1.0952746868133545
32.9335,34.65289308,33.056434631347656,60.114,59.13894673,60.42265319824219,1.0356,1.207458596,1.099053144454956
32.5264,34.09393197,32.713958740234375,55.6183,54.75334492,55.64697265625,0.8418,0.9730031706,0.8805028200149536
32.4607,34.02066213,32.62343978881836,55.6293,54.74621381,55.63826370239258,0.8418,0.9755571492,0.8818380236625671
32.4508,34.0702767,32.68696594238281,55.6228,54.75559113,55.65510940551758,0.8649,0.9752321108,0.884928822517395
32.466,33.93050358,32.712215423583984,60.5439,59.97704491,60.531002044677734,0.8501,0.9739723291,0.821603536605835
32.3682,33.82867473,32.604583740234375,60.5456,59.95360722,60.51451110839844,0.8729,0.9752861671,0.8169655799865723
32.2662,33.7434537,32.51168441772461,60.5652,59.95099432,60.51689529418945,0.8058,0.9779356797,0.8150495886802673
33.4864,34.97709605,33.62288284301758,59.4152,58.78326263,59.969581604003906,0.8052,1.081486854,0.9428107738494873
33.5961,35.07951811,33.7199821472168,59.4078,58.80640712,59.96781921386719,0.7997,1.078469126,0.9436711668968201
33.5172,35.01954858,33.663185119628906,59.3945,58.80097494,59.98863983154297,0.793,1.079414473,0.9378571510314941
